1.415000000000000000e+03,2.579708251953125000e+03
1.415002400000000080e+03,2.427420898437500000e+03
1.415004899999999907e+03,2.546410644531250000e+03
1.415007299999999987e+03,2.554859375000000000e+03
1.415009800000000041e+03,2.630600341796875000e+03
1.415012199999999893e+03,2.538798828125000000e+03
1.415014599999999973e+03,2.665807128906250000e+03
1.415017100000000028e+03,2.702199462890625000e+03
1.415019500000000107e+03,2.767509521484375000e+03
1.415021999999999935e+03,2.724426513671875000e+03
1.415024400000000014e+03,2.861154052734375000e+03
1.415026900000000069e+03,2.724629150390625000e+03
1.415029299999999921e+03,2.842710937500000000e+03
1.415031700000000001e+03,2.899322998046875000e+03
1.415034200000000055e+03,2.973557128906250000e+03
1.415036599999999908e+03,2.863128662109375000e+03
1.415039099999999962e+03,2.909905029296875000e+03
1.415041500000000042e+03,2.985431152343750000e+03
1.415043899999999894e+03,3.001114013671875000e+03
1.415046399999999949e+03,3.059419677734375000e+03
1.415048800000000028e+03,3.275815917968750000e+03
1.415051300000000083e+03,3.190207275390625000e+03
1.415053699999999935e+03,3.195989746093750000e+03
1.415056199999999990e+03,3.185819824218750000e+03
1.415058600000000069e+03,3.368388916015625000e+03
1.415060999999999922e+03,3.249650390625000000e+03
1.415063499999999976e+03,3.250212402343750000e+03
1.415065900000000056e+03,3.170106201171875000e+03
1.415068400000000111e+03,3.532466308593750000e+03
1.415070799999999963e+03,3.451102783203125000e+03
1.415073200000000043e+03,3.291030517578125000e+03
1.415075700000000097e+03,3.534100097656250000e+03
1.415078099999999949e+03,3.631872802734375000e+03
1.415080600000000004e+03,3.610400878906250000e+03
1.415083000000000084e+03,3.611612304687500000e+03
1.415085399999999936e+03,3.554025146484375000e+03
1.415087899999999991e+03,3.608321289062500000e+03
1.415090300000000070e+03,3.612334716796875000e+03
1.415092799999999897e+03,3.694419677734375000e+03
1.415095199999999977e+03,3.790733886718750000e+03
1.415097700000000032e+03,3.728903564453125000e+03
1.415100100000000111e+03,3.917531250000000000e+03
1.415102499999999964e+03,3.693362304687500000e+03
1.415105000000000018e+03,3.971897705078125000e+03
1.415107400000000098e+03,3.959369140625000000e+03
1.415109899999999925e+03,3.894061279296875000e+03
1.415112300000000005e+03,3.971019531250000000e+03
1.415114700000000084e+03,3.989963623046875000e+03
1.415117199999999912e+03,4.059789550781250000e+03
1.415119599999999991e+03,4.090267578125000000e+03
1.415122100000000046e+03,4.088218017578125000e+03
1.415124499999999898e+03,4.178783203125000000e+03
1.415126999999999953e+03,4.187582519531250000e+03
1.415129400000000032e+03,4.111878906250000000e+03
1.415131800000000112e+03,4.239000000000000000e+03
1.415134299999999939e+03,4.240501953125000000e+03
1.415136700000000019e+03,4.398070800781250000e+03
1.415139200000000073e+03,4.408009277343750000e+03
1.415141599999999926e+03,4.424681640625000000e+03
1.415144000000000005e+03,4.450012695312500000e+03
1.415146500000000060e+03,4.555888183593750000e+03
1.415148899999999912e+03,4.483587890625000000e+03
1.415151399999999967e+03,4.457823730468750000e+03
1.415153800000000047e+03,4.560280273437500000e+03
1.415156199999999899e+03,4.574833007812500000e+03
1.415158699999999953e+03,4.525539062500000000e+03
1.415161100000000033e+03,4.602587890625000000e+03
1.415163600000000088e+03,4.760130859375000000e+03
1.415165999999999940e+03,4.531913085937500000e+03
1.415168499999999995e+03,4.876760253906250000e+03
1.415170900000000074e+03,4.843100097656250000e+03
1.415173299999999927e+03,4.787864746093750000e+03
1.415175799999999981e+03,4.731045898437500000e+03
1.415178200000000061e+03,5.062781250000000000e+03
1.415180699999999888e+03,5.021186035156250000e+03
1.415183099999999968e+03,4.914727539062500000e+03
1.415185500000000047e+03,4.780319824218750000e+03
1.415188000000000102e+03,5.065839843750000000e+03
1.415190399999999954e+03,5.048859863281250000e+03
1.415192900000000009e+03,5.097353515625000000e+03
1.415195300000000088e+03,5.276384277343750000e+03
1.415197799999999916e+03,5.085089843750000000e+03
1.415200199999999995e+03,5.223566894531250000e+03
1.415202600000000075e+03,4.947911621093750000e+03
1.415205099999999902e+03,5.280776367187500000e+03
1.415207499999999982e+03,5.213914062500000000e+03
1.415210000000000036e+03,5.285445312500000000e+03
1.415212399999999889e+03,5.510786621093750000e+03
1.415214799999999968e+03,5.142511718750000000e+03
1.415217300000000023e+03,5.328572753906250000e+03
1.415219700000000103e+03,5.554477539062500000e+03
1.415222199999999930e+03,5.537261230468750000e+03
1.415224600000000009e+03,5.558128417968750000e+03
1.415227100000000064e+03,5.670549804687500000e+03
1.415229499999999916e+03,5.469245117187500000e+03
1.415231899999999996e+03,5.741149414062500000e+03
1.415234400000000051e+03,5.598120605468750000e+03
1.415236799999999903e+03,5.719683105468750000e+03
1.415239299999999957e+03,5.592799316406250000e+03
1.415241700000000037e+03,5.848646972656250000e+03
1.415244099999999889e+03,5.601624023437500000e+03
1.415246599999999944e+03,5.727428710937500000e+03
1.415249000000000024e+03,5.883147460937500000e+03
1.415251500000000078e+03,5.806511230468750000e+03
1.415253899999999931e+03,5.964550781250000000e+03
1.415256300000000010e+03,5.799072753906250000e+03
1.415258800000000065e+03,5.917579101562500000e+03
1.415261199999999917e+03,5.823032226562500000e+03
1.415263699999999972e+03,5.842840332031250000e+03
1.415266100000000051e+03,5.867378417968750000e+03
1.415268600000000106e+03,6.031090820312500000e+03
1.415270999999999958e+03,6.199792480468750000e+03
1.415273400000000038e+03,6.055217773437500000e+03
1.415275900000000092e+03,6.163655273437500000e+03
1.415278299999999945e+03,6.060730957031250000e+03
1.415280799999999999e+03,5.912675781250000000e+03
1.415283200000000079e+03,6.220191894531250000e+03
1.415285599999999931e+03,6.159452636718750000e+03
1.415288099999999986e+03,6.164312011718750000e+03
1.415290500000000065e+03,6.032992675781250000e+03
1.415292999999999893e+03,6.162804687500000000e+03
1.415295399999999972e+03,6.419049316406250000e+03
1.415297900000000027e+03,6.341574707031250000e+03
1.415300300000000107e+03,6.261058593750000000e+03
1.415302699999999959e+03,6.334213378906250000e+03
1.415305200000000013e+03,6.350679687500000000e+03
1.415307600000000093e+03,6.549052246093750000e+03
1.415310099999999920e+03,6.429985839843750000e+03
1.415312500000000000e+03,6.265457519531250000e+03
1.415314900000000080e+03,6.353644042968750000e+03
1.415317399999999907e+03,6.390857421875000000e+03
1.415319799999999987e+03,6.277070312500000000e+03
1.415322300000000041e+03,6.522637695312500000e+03
1.415324699999999893e+03,6.649777832031250000e+03
1.415327099999999973e+03,6.550541015625000000e+03
1.415329600000000028e+03,6.501365234375000000e+03
1.415332000000000107e+03,6.746523437500000000e+03
1.415334499999999935e+03,6.709501953125000000e+03
1.415336900000000014e+03,6.739852050781250000e+03
1.415339400000000069e+03,6.637537109375000000e+03
1.415341799999999921e+03,6.662668457031250000e+03
1.415344200000000001e+03,6.635183593750000000e+03
1.415346700000000055e+03,6.850660644531250000e+03
1.415349099999999908e+03,6.592217285156250000e+03
1.415351599999999962e+03,6.669010742187500000e+03
1.415354000000000042e+03,6.844631835937500000e+03
1.415356399999999894e+03,6.825873535156250000e+03
1.415358899999999949e+03,6.825065429687500000e+03
1.415361300000000028e+03,6.600775390625000000e+03
1.415363800000000083e+03,7.140593750000000000e+03
1.415366199999999935e+03,6.905152832031250000e+03
1.415368699999999990e+03,6.706981933593750000e+03
1.415371100000000069e+03,6.838750976562500000e+03
1.415373499999999922e+03,6.883104003906250000e+03
1.415375999999999976e+03,7.033166503906250000e+03
1.415378400000000056e+03,6.847513671875000000e+03
1.415380900000000111e+03,6.740738281250000000e+03
1.415383299999999963e+03,7.130496093750000000e+03
1.415385700000000043e+03,7.172475097656250000e+03
1.415388200000000097e+03,7.251983398437500000e+03
1.415390599999999949e+03,7.258759765625000000e+03
1.415393100000000004e+03,7.232406250000000000e+03
1.415395500000000084e+03,7.065640136718750000e+03
1.415397899999999936e+03,7.298804199218750000e+03
1.415400399999999991e+03,7.071547851562500000e+03
1.415402800000000070e+03,6.980432128906250000e+03
1.415405299999999897e+03,7.393442382812500000e+03
1.415407699999999977e+03,7.111412597656250000e+03
1.415410200000000032e+03,6.954543945312500000e+03
1.415412600000000111e+03,7.030052734375000000e+03
1.415414999999999964e+03,7.129244140625000000e+03
1.415417500000000018e+03,7.110237792968750000e+03
1.415419900000000098e+03,7.461971191406250000e+03
1.415422399999999925e+03,7.502859375000000000e+03
1.415424800000000005e+03,7.306935058593750000e+03
1.415427200000000084e+03,7.307368652343750000e+03
1.415429699999999912e+03,7.464905761718750000e+03
1.415432099999999991e+03,7.512958984375000000e+03
1.415434600000000046e+03,7.533016601562500000e+03
1.415436999999999898e+03,7.143045410156250000e+03
1.415439499999999953e+03,7.573024902343750000e+03
1.415441900000000032e+03,7.317613769531250000e+03
1.415444300000000112e+03,7.379173828125000000e+03
1.415446799999999939e+03,7.300903320312500000e+03
1.415449200000000019e+03,7.317182617187500000e+03
1.415451700000000073e+03,7.458684570312500000e+03
1.415454099999999926e+03,7.398902343750000000e+03
1.415456500000000005e+03,7.525892578125000000e+03
1.415459000000000060e+03,7.532166503906250000e+03
1.415461399999999912e+03,7.518829589843750000e+03
1.415463899999999967e+03,7.320140136718750000e+03
1.415466300000000047e+03,6.935241699218750000e+03
1.415468800000000101e+03,7.484527343750000000e+03
1.415471199999999953e+03,7.261333007812500000e+03
1.415473600000000033e+03,7.364020996093750000e+03
1.415476100000000088e+03,7.439735351562500000e+03
1.415478499999999940e+03,7.262073730468750000e+03
1.415480999999999995e+03,7.617258300781250000e+03
1.415483400000000074e+03,7.322772949218750000e+03
1.415485799999999927e+03,7.594375976562500000e+03
1.415488299999999981e+03,7.399224609375000000e+03
1.415490700000000061e+03,7.451016601562500000e+03
1.415493199999999888e+03,7.559353027343750000e+03
1.415495599999999968e+03,7.456560058593750000e+03
1.415498000000000047e+03,7.855437500000000000e+03
1.415500500000000102e+03,7.825587402343750000e+03
1.415502899999999954e+03,7.569067871093750000e+03
1.415505400000000009e+03,7.554568847656250000e+03
1.415507800000000088e+03,7.806089843750000000e+03
1.415510299999999916e+03,7.773611816406250000e+03
1.415512699999999995e+03,7.757808105468750000e+03
1.415515100000000075e+03,7.798933593750000000e+03
1.415517599999999902e+03,7.784541015625000000e+03
1.415519999999999982e+03,7.653165039062500000e+03
1.415522500000000036e+03,7.687204589843750000e+03
1.415524899999999889e+03,7.627518554687500000e+03
1.415527299999999968e+03,7.723113769531250000e+03
1.415529800000000023e+03,7.589268066406250000e+03
1.415532200000000103e+03,7.719268066406250000e+03
1.415534699999999930e+03,7.627114257812500000e+03
1.415537100000000009e+03,7.800594238281250000e+03
1.415539600000000064e+03,7.394319824218750000e+03
1.415541999999999916e+03,7.464764160156250000e+03
1.415544399999999996e+03,7.679095214843750000e+03
1.415546900000000051e+03,7.448597656250000000e+03
1.415549299999999903e+03,7.607943847656250000e+03
1.415551799999999957e+03,7.602078613281250000e+03
1.415554200000000037e+03,7.869303222656250000e+03
1.415556599999999889e+03,7.647119140625000000e+03
1.415559099999999944e+03,7.604402343750000000e+03
1.415561500000000024e+03,7.461753417968750000e+03
1.415564000000000078e+03,7.896964843750000000e+03
1.415566399999999931e+03,7.851750976562500000e+03
